Hierarchy_MTR_Class	Hierarchy_MTR_Name	CSCD_ID	SHORT_NAME/ru_RU	AUTO_SHORT_NAME	FULL_NAME/ru_RU	AUTO_FULL_NAME	BASE_UNIT	TMC_Stat	TMC_Type	COMMENT	Item_creation_date
3001010201010100	Костюмы лет муж ЛМ03-01	6079620	Костюм ЛМ03-01б 2 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079621	Костюм ЛМ03-01б 2 104-108/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 104-108/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079622	Костюм ЛМ03-01б 2 112-116/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 112-116/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079623	Костюм ЛМ03-01б 2 112-116/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 112-116/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079624	Костюм ЛМ03-01б 2 112-116/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 112-116/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079625	Костюм ЛМ03-01б 2 112-116/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 112-116/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079626	Костюм ЛМ03-01б 2 120-124/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 120-124/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079627	Костюм ЛМ03-01б 2 120-124/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 120-124/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079628	Костюм ЛМ03-01б 2 120-124/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 120-124/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079629	Костюм ЛМ03-01ИТР 5 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР (куртка, полукомбинезон) группа ткани 5 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079630	Костюм ЛМ03-01 2 96-100/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 96-100/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079631	Костюм ЛМ03-01б 2 120-124/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 120-124/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079632	Костюм ЛМ03-01б 2 128-132/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 128-132/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079633	Костюм ЛМ03-01б 2 128-132/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 128-132/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079634	Костюм ЛМ03-01б 2 128-132/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 128-132/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079635	Костюм ЛМ03-01 2 128-132/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 128-132/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079636	Костюм ЛМ03-01 2 136-140/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 136-140/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079637	Костюм ЛМ03-01 2 80-84/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 80-84/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079638	Костюм ЛМ03-01 2 128-132/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 128-132/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079639	Костюм ЛМ03-01 2 136-140/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 136-140/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079640	Костюм ЛМ03-01ИТРб вЗ 1 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079641	Костюм ЛМ03-01 2 80-84/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 80-84/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079642	Костюм ЛМ03-01 2 128-132/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 128-132/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079643	Костюм ЛМ03-01 2 136-140/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 136-140/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079644	Костюм ЛМ03-01 2 80-84/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 80-84/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079645	Костюм ЛМ03-01 2 104-108/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 104-108/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079649	Костюм ЛМ03-01ИТРб 5 88-92/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 88-92/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079654	Костюм ЛМ03-01ИТРб 5 96-100/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 96-100/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079655	Костюм ЛМ03-01ИТРб 5 96-100/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 96-100/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079656	Костюм ЛМ03-01ИТРб 5 96-100/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 96-100/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079657	Костюм ЛМ03-01ИТРб вЗ 1 104-108/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 104-108/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079658	Костюм ЛМ03-01ИТРб 5 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079659	Костюм ЛМ03-01ИТРб 5 104-108/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 104-108/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079660	Костюм ЛМ03-01ИТРб 5 112-116/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 5 р-р 112-116/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079661	Костюм ЛМ03-01ИТРб вЗ 1 104-108/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 104-108/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079662	Костюм ЛМ03-01ИТРб вЗ 1 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079663	Костюм ЛМ03-01 2 120-124/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 120-124/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079664	Костюм ЛМ03-01 2 112-116/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 112-116/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079665	Костюм ЛМ03-01 2 128-132/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 128-132/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079666	Костюм ЛМ03-01 2 136-140/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 136-140/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079672	Костюм ЛМ03-01ИТРб вЗ 1 104-108/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 104-108/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079673	Костюм ЛМ03-01 2 80-84/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 80-84/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079675	Костюм ЛМ03-01 2 88-92/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 88-92/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079676	Костюм ЛМ03-01 2 96-100/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 96-100/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079680	Костюм ЛМ03-01ИТРб вЗ 1 112-116/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 112-116/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079682	Костюм ЛМ03-01б 2 104-108/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 104-108/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079683	Костюм ЛМ03-01ИТРб вЗ 1 112-116/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 112-116/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079684	Костюм ЛМ03-01ИТРб вЗ 1 112-116/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 112-116/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079685	Костюм ЛМ03-01б 2 136-140/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 136-140/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079686	Костюм ЛМ03-01б 2 120-124/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 120-124/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079687	Костюм ЛМ03-01б 2 128-132/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 128-132/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079688	Костюм ЛМ03-01б 2 112-116/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 112-116/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079689	Костюм ЛМ03-01б 2 80-84/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 80-84/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079691	Костюм ЛМ03-01б 2 88-92/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 88-92/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079693	Костюм ЛМ03-01ИТРб вЗ 1 112-116/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 112-116/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079695	Костюм ЛМ03-01 2 96-100/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 2 р-р 96-100/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079696	Костюм ЛМ03-01ИТРб вЗ 1 120-124/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 120-124/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079697	Костюм ЛМ03-01ИТРб вЗ 1 120-124/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 120-124/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079698	Костюм ЛМ03-01ИТРб вЗ 1 120-124/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 120-124/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079699	Костюм ЛМ03-01б 2 96-100/146-152		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 96-100/146-152 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079700	Костюм ЛМ03-01б 2 136-140/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 136-140/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079701	Костюм ЛМ03-01б 2 80-84/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 80-84/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079702	Костюм ЛМ03-01б 2 136-140/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 136-140/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079703	Костюм ЛМ03-01б 2 80-84/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 80-84/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079704	Костюм ЛМ03-01б 2 136-140/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 136-140/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079705	Костюм ЛМ03-01б 2 80-84/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 80-84/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079706	Костюм ЛМ03-01б 2 128-132/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 128-132/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079707	Костюм ЛМ03-01б 2 136-140/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 136-140/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079708	Костюм ЛМ03-01б 2 80-84/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 2 р-р 80-84/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079709	Костюм ЛМ03-01ИТРб вЗ 1 120-124/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб вЗ (куртка, брюки, с доп.вентиляционными отверстиями с застежкой-молнией) группа ткани 1 р-р 120-124/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079710	Костюм ЛМ03-01ИТР Teb 2 88-92/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР в стиле Teboil (куртка, полукомбинезон) группа ткани 2 р-р 88-92/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079349	Костюм ЛМ03-01ИТР Teb 2 88-92/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР в стиле Teboil (куртка, полукомбинезон) группа ткани 2 р-р 88-92/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079350	Костюм ЛМ03-01ИТР Teb 2 104-108/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР в стиле Teboil (куртка, полукомбинезон) группа ткани 2 р-р 104-108/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079351	Костюм ЛМ03-01ИТР Teb 2 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР в стиле Teboil (куртка, полукомбинезон) группа ткани 2 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079352	Костюм ЛМ03-01ИТРб 2 104-108/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 104-108/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079353	Костюм ЛМ03-01ИТРб 2 112-116/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 112-116/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079354	Костюм ЛМ03-01ИТРб 2 112-116/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 112-116/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079355	Костюм ЛМ03-01ИТРб 2 112-116/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 112-116/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079356	Костюм ЛМ03-01ИТРб 2 104-108/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 104-108/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079357	Костюм ЛМ03-01ИТРб 2 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079358	Костюм ЛМ03-01ИТРб 2 104-108/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р 104-108/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
