Hierarchy_MTR_Class	CSCD_ID	FULL_NAME/ru_RU
2013050101020000	3626452	Труба 63х3,8 ПЭ100 SDR17 ПИТ L12м
2013050101020000	3626453	Труба 63х3,8 ПЭ100 SDR17 ПИТ, 100м
2013050101020000	3626454	Труба 63х4,7 ПЭ-100 SDR13,6 атм. 12,5 (П
2013050101020000	3626455	Труба 63х4,7 ПЭ-100 ПНД
2013050101020000	3226376	Труба полипропиленовая армированная волокном Aqua 20 мм 2 м
2013050101020000	3638455	Труба гофрированная 16мм DKC 91916
2013050101020000	3226377	Труба полипропиленовая армированная волокном Aqua 25 мм 2 м
2002220600000000	3519440	Прокладка Ильма 663х639х2,0 фланцевая, фторопласт-4
2013050101020000	3174333	Труба гофрированная ПНД D16 с зондом строительная безгалогенная (HF), 100м
2013050101020000	3174335	Труба гофрированная ПНД D32 с зондом строительная безгалогенная (HF), 25 м
2013050101020000	3626467	Труба 90х5,4 ПЭ100 SDR17 ПИТ L12м
2013050101020000	2209073	Труба PVC DN75 PN16 L-6000 мм (м)
2013050101020000	3626472	Труба Pn 20 20х3.4 Proaqua
2013050101020000	3626473	Труба PN 20 25 РТП
2013050101020000	3626474	Труба Pn 20 25х4.2 Proaqua
2002220600000000	3714628	Прокладка 24,8х1,5 медь
2013050101020000	3626475	Труба Pn 20 32х5.4 Proaqua
2013050101020000	3626476	Труба PN20 20 РТП
2013050101020000	3626477	Труба PN20 20х3,4
2013050101020000	3626478	Труба PP-FIDER VALTEC 25
2013050101020000	3626479	Труба PP-R FASER 25/3,5 FV-plast
2013010302000000	2194753	Труба обсадная электросварная 762х25,4 мм, группа прочности Х65, с коннектором TMK UP MOLOT, L-12 м с учетом подъемных патрубков, ГОСТ 3183-2015
2008060600000000	2348044	Датчик магнитный Altronic 107639
2008060600000000	2347848	Датчик магнитный Altronic 107638
2007020201010100	2383540	Трансформатор фазовращатель Солар Taurus 60S MV-832
4001030601000000	2331420	Грунт-эмаль СБЭ-111 Унипол АМ, цвет серый RAL 7004 ТУ 2313-001-92638584-2011
2018021700000000	2383820	Насос Systea S.p.A. STA-M103-02/A
4003080301000000	1587123	Запорно-пломбировочное устройство ТП 2800-02 (РЖД Х 2556001-2577050; 2436001-2437450)
4003080301000000	3077805	Устройство запорно-пломбировочное
2013010302000000	2156707	Труба обсадная BC 244,48х8,9 Е
2013050101020000	3626480	Труба PP-R FASER 40/4,5 FV-plast
2013050101020000	3626481	Труба PP-R VALTEC 20мм белая
2013050101020000	3626482	Труба PP-R VALTEC 25мм белая
2013050101020000	3626483	Труба PP-RCT FASER HOT 50/5,6
2013050101020000	3644036	Трубка ПЭВД
2013050101020000	3626487	Труба TR PN20 50 PPR-GF GULSAN
2002220600000000	3725938	Прокладка кольцо 1-80-63
2013050101020000	2209067	Труба PVC DN63 PN16 L-6000 мм (м)
2013050101020000	3638243	Труба гладкая жесткая ПВХ 20 мм
2002220600000000	3715446	Кольцо уплотнительное 215х100х30 20Х13
2002220600000000	3681783	Набор уплотнений поршневое D30 00.00743.1603
2013050101020000	3626515	Труба гофрированная 16,8 РА611721F0 DKC
2013050101020000	3626516	Труба гофрированная 20
2013050101020000	3626517	Труба гофрированная 36,3 ДКС РА613643F0
2013050101020000	3626518	Труба гофрированная 91 160911
2013050101020000	3626519	Труба гофрированная F2 РА612935F2 ДКС
2013050101020000	3626520	Труба гофрированная ПВХ 16 011631
2013050101020000	3128890	Труба полипропиленовая армированная волокном Equation d25 мм, L2 м
2013050101020000	3626521	Труба гофрированная ПВХ с зондом 16мм
2002220600000000	3726043	Уплотнение EPDM DN80
2002220600000000	3682213	Прокладка M10M NBRP Clip 3233015096
2013050101020000	3626522	Труба гофрированная ПНД 110 160911 ДКС
2002220600000000	3682224	Прокладка канальная M10B NBRP 3233016546
2013050101020000	3626524	Труба из полипропилена 110х2,2х500
2013050101020000	3626525	Труба из полипропилена 50х1,5х500
2013050101020000	2131844	Труба РТП
2002220600000000	3714627	Прокладка 22х3,5 медь
2002220600000000	3724214	Кольцо гидравлического поршня 200х184х20 СЧ20
2002220600000000	3682223	Прокладка канальная 3233012046/8561
2013050101020000	3206700	Труба ПП Equation D20 мм, L2 м, армированная волокном
2013050101020000	3626543	Труба п/п 20х2,8 Fvplast FV-PLAST
2013050101020000	3626544	Труба п/п 25х2,8 Fvplast FV-PLAST
2013050101020000	3626545	Труба ПВХ 22,7, 2м 62925 DKC
2013050101020000	3626546	Труба ПВХ 25
2013050101020000	3626547	Труба ПВХ 32 ДКС
2013050101020000	3626548	Труба ПВХ гибкая гофр. 25 мм 91925
2013050101020000	3626549	Труба ПНД 32
2013050101020000	3626550	Труба полипропиленовая Valtec PP-R PN20
2013050101020000	3626551	Труба полипропиленовая армированная
2013050101020000	3626552	Труба полипропиленовая серая PN20 50
2002220600000000	3715463	Кольцо уплотнительное 135х110х25
2013050101020000	3626553	Труба полиэстеровая 8х6
2013050101020000	3626554	Труба ПП 25
2013050101020000	3626555	Труба ПП 40
2013050101020000	3410555	Труба полипропиленовая армированная стекловолокном Vostok 25х3,5 PN20 белая
2013050101020000	3626556	Труба ПП VALTEC PN20 стекловолокно белая
2013050101020000	3626557	Труба ПП ИНКАПЛАСТ OD315 SN 8 L6м
2013050101020000	2134941	Труба металлопластиковая
2013050101020000	3589179	Труба полипропиленовая
2013050101020000	3626577	Труба ПЭ100
2013050101020000	3626578	Труба РА12 12/10
2013050101020000	3706252	Труба 12Х18Н10Т 14х2,5
2013050101020000	3708030	Труба гофрированная ПВХ с зондом для электр. d20
2013050101020000	3708031	Труба гофрированная d25 шт
2013050101020000	2131864	Труба полиэтиленовая ПНД 32х2,0 (м)
2013050101020000	3708032	Труба гофрированная ПВХ для электропроводки d20 шт
2002220600000000	3711774	Прокладка ПУТГ-Б-2-212-04-200-1,6-2,0
2013050101020000	2131865	Труба гофрированная ПНД/ПВД 40 мм (м)
2002220600000000	2161424	Прокладка ПУ 689,0х30,0х6,0 СТО 143-1906
2013050101020000	3712746	Труба АНАКОНДА 50 57/75 РЕ-RТ/ПЭТВ/РЕ-RТ ВОДА/НЕФТЬ/ГАЗ МОР 5,0 МПа /4,0 МПа /3,3 МПа 60С ГОСТ Р 59834 / ТУ 22.21.29-001-55038886-2023
2013050101020000	2131869	Труба полиэтиленовая ПНД DN 32 мм для воды
2013050101020000	2187268	Труба ПЭ100/Ст/ПЭ100 125 125/159/225 нефть МОР 4,0МПа ГОСТ Р 59834 / ТУ 22.21.21-001-16093564-2023 с ППУ-изоляцией
2010010102000000	2296395	Клапан запорный DN80 PN16 с разделителем скребков в комплекте незачищаемый шаровой кран
2008020103000000	2285244	Датчик температуры канальный Regin TGK-K330
6002990000000000	3731498	Устройство балансировки нагрузки между межсетевыми экранами MHO-140/CPAP-MHO-140-DAC-S/Maestro Hyperscale Orchestrator 140 with 8x 100 GbE and 48x 10 GbE ports, plus 1 x 10G DAC (3m) + 5 DAC cables
6002990000000000	2239002	Экран межсетевой CPAP-SG29100-PLUS-SNBT-1YSupport с премиальной совместной сервисной поддержкой в течение 1 года
6002990000000000	2117647	Экран межсетевой CPAP-SG9100-PLUS-SNBT 9100 Plus Appliance with 2 Virtual Systems and SandBlast subscription package for 1 year
6002990000000000	3731476	Экран межсетевой CPAP-SG1590-SNBT-RM/1590 Base Appliance with SandBlast subscription package for 1 year RM ADD
6002990000000000	3731483	Коммутатор CPAP-SG26000-PLUS-SNBT-RAM/26000 Plus Appliance with 5 Virtual Systems SandBlast subscription package for 1 year, 32GBRAM AD
6002990000000000	3731488	Экран межсетевой CPAP-SG3800-SNBT-PSU/3800 Base Appliance with SandBlast subscription package for 1 year PSU ADD
6002990000000000	3731492	Экран межсетевой CPAP-SG3800-SNBT-PSU-RM/3800 Base Appliance with SandBlast subscription package for 1 year PSU&RM ADD
6002990000000000	2238986	Экран межсетевой CPAP-SG9100-PLUS-SNBT-SFP-1YSupport с 4-мя SFP+ трансиверами 10GBase-SR и премиальной совместной сервисной поддержкой в течение 1 года
6002990000000000	2238962	Экран межсетевой CPAP-SG1555-SNBT-1YSupport с премиальной совместной сервисной поддержкой в течение 1 года
2001020603000000	2217281	Фильтр R14014IR00-18
6002990000000000	2238976	Экран межсетевой CPAP-SG9100-SNBT-LOM-1YSupport с модулем New LOM и премиальной совместной сервисной поддержкой в течение 1 года
6002990000000000	2238894	Экран межсетевой CPAP-SG1555-SNBT-RM-1YSupport с комплектом для монтажа в стойку и премиальной совместной сервисной поддержкой в течение 1 года
2008060800000000	2217159	Комплекс измерительный для мониторинга радона Камера-01
6002990000000000	3731508	Узел безопасности многофункциональный Континент 4 Платформа IPCR50 base в составе: платформа в корпусе Mini-ITX с комплектом для монтажа в серверную стойку, сервер доступа на 2 подключения, работа в кластере, 4x1000, артикул HSEC-4-IPCR50-UTM-LK-base-SP1Y
6002990000000000	3731496	Экран межсетевой CPAP-SG6200-PLUS-SNBT-4SFP10SR/6200 Plus appliance with SandBlast subscription package for 1 year 4SFP 10GSR ADD
6002990000000000	2238970	Экран межсетевой CPAP-SG2000-SNBT-1YSupport с премиальной совместной сервисной поддержкой в течение 1 года
6002990000000000	3668737	Диск Дистрибутив CD ПО КриптоПРО CSP
6002990000000000	3284422	Ключ ЭП ФИС ФРДО
6002990000000000	3311057	Комплект ПО ИКБ КОДОС
6002990000000000	3311058	Комплект ПО ИКБ КОДОС Стартовый плюс
6002990000000000	3311059	Комплект ПО Проходная+
6002990000000000	3301560	Обеспечение программное ITV Интеллект ядро системы Инт.ЯС
6002990000000000	3301562	Обеспечение программное ITV Интеллект подключение поворотного устройства Инт.УПУ
6002990000000000	3301563	Обеспечение программное ITV Интеллект подключение видеоканала Инт.ПК
6002990000000000	3139238	Комплект программного обеспечения: Оперативная задача "Орион Про" исполнение 127, Генератор отчетов "Орион Про", Учет рабочего времени "Орион Про"
6002990000000000	2160266	Лицензия Mobile SMARTS RTL15AT-1C83
2008030202000000	2293387	Расходомер массовый DN50 PN40 опросный лист 14615113-ИТКС-03523-АТХ.ОЛ1
2008030202000000	2293388	Расходомер массовый DN25 PN40 опросный лист 14615113-ИТКС-03523-АТХ.ОЛ1
2013010302000000	1797233	Труба стальная электросварная обсадная ОТТМ 114х6,4-Дс ТУ 14-3Р-30-2015 с муфтами
2014110700000000	2311350	Коробка соединительная электрическая MB А319(-40+70)124-1х25СК110 Ni(A)-1x25CK110 Ni(B)-1x25CK110Ni(C)-1х25СК110 Ni(D)
2014110700000000	3483188	Коробка зажимов КЗИМ3.4-18П-(С-1БМ-М25)х3(А)-(С-1БМ-М40)х1(С)-0Ex ia IIC T6 Ga Х-В1,5
2014110700000000	3483196	Коробка зажимов КЗИМ4.2-31/20П-(С-1БТ-M20-Ехе-К1/2)х6(A)-(С-1БТ-M40-Ехе-К1 1/2)х1(С)- В1,5 ПИНЮ.685564.001 ТУ
2014110700000000	3483195	Коробка КЗПМ4.2-31/20П-(С-1БМ-М20)х6(А)-(С-1БТ-М40-К1 1/4)х1(С)-1Ех е II Т6 Gb -В1,5
2014110700000000	3483186	Коробка клеммная взрывозащищенная КСРВ111109(6UT 2,5-2UT2,5-PE)-1КОВ01MН/ЗК26-87(Б)-2КОВ01MН/ЗК26-87(Г) 1ExeIICT6 Gb IP66
2014110700000000	3483192	Коробка клеммная взрывозащищенная КСРВ141410(14PYK2,5-9)-2КОВ1МН(Б)-1КОВ2МН(Г) 1ExeIICT5 Gb, IP66
2014110700000000	2126798	Коробка зажимов КЗИМ3.2-15П-(С-1БМ-М20)х5(А)-С-1БТ-М32-К1)х1(C)- 0Ех ia IIС Т6 Ga Х-В1,5
2014110700000000	3483191	Коробка клеммная взрывозащищенная КСРВ141410(14PYK2,5-9)-3КОВ1МН(Б)-1КОВ2МН(Г) 1ExeIICT5Gb, IP66
2014110700000000	3640848	Коробка зажимов взрывозащищенная КЗВА
2012010102010000	3725075	Уголок 75х75х6 Ст3
2012010102010000	3725076	Уголок 50х50х5 Ст3
2014110700000000	2126782	Коробка зажимов КЗИМ3.4-15П-(С-1БМ-М20)х5(А)-(С-1БТ-М25-К3/4)х1(С)-0Ех ia IIС Т6 Ga Х-В1,5
2012010102010000	3685274	Уголок 25х25х4 ГОСТ 8509-93 ст3пс
2001030301040000	2363061	Установка подогрева нефтепровода СПН-100/0,38
2012010102010000	3685276	Уголок 50х50х4 ГОСТ 8509-93 ст3сп5
2012010102010000	3685278	Уголок 50х50х5 ГОСТ 8509-93 ст3
2014110700000000	2135908	Коробка взрывозащищенная ЩОРВА151512 (8AVK 2,5 RD-0) 1ExdbllCT5
2010029900000000	2293070	Арматура нагнетательная АН8 АНК-12-65/65-21-Ф-180/180-Г73-К1-ВВ-1-ЗД-ЗДШ-КОТ-УХЛ
2008030202000000	2293389	Расходомер массовый DN15 PN40 опросный лист 14615113-ИТКС-03523-АТХ.ОЛ1
2010029900000000	2293074	Арматура нагнетательная АН10 АНК-12-65/65-21-Ф-180/180-Г73-К2-ЕЕ-2-ЗД-ЗДШ-КОТ-УХЛ
2016070000000000	2331998	Кассета рукавная поворотная, 120град, цвет красный, с кронштейном и крепежом, 400х300х140 мм
2014110700000000	3584658	Коробка КЗИМ4.2-24
2014110700000000	2126796	Коробка зажимов КЗПМ3.2-31/15П-(С-1БМ-М25)х3(А)-(С-1БТ-М32-К1)х1(С)-1Ex e II T6 Gb-В1,5
2014110700000000	3584659	Коробка проходная У994 У2
2014110700000000	3584660	Коробка распаечная 100х100 пластиковая
2014110700000000	3584661	Коробка распределит взрывозащ КРВ-100
2014010200000000	2348540	Провод силовой установочный медный ПУГВнг(A)-LS 1х1,5 черный ГОСТ 31947-2012
2014010200000000	2348539	Провод силовой установочный медный ПУГВнг(A)-LS 1х1,5 красный ГОСТ 31947-2012
2014110700000000	3584662	Прокладка ПОН ф350хф264х3
2002220600000000	3715462	Кольцо уплотнительное 130х90х20
2002220600000000	3424082	Прокладка ПУТГ-240-01-1876х1770х981х875-10,0
2002220600000000	3717941	Полоса ПОН-3 695х15
2002220600000000	3715456	Кольцо уплотнительное СЧ20 270х225х60
2002220600000000	3589307	Уплотнение ф 60х40х40 Ст.12Х18Н10
2002220600000000	3589308	Уплотнение ф 90х40х25 Ст.12Х18Н10Т
2002220600000000	3589309	Уплотнитель резьб. LOCTITE 542
2002220600000000	3711775	Прокладка ПУТГ-Б-2-212-04-50-1,6-2,0
2002220600000000	3715430	Кольцо уплотнительное 260х160х40 12Х18Н10Т
2002220600000000	3699678	Нить уплотнительная Рекорд 50 м
2002220600000000	3715429	Кольцо уплотнительное 250х160х40 12Х18Н10Т
2002220600000000	2161426	Прокладка ПУ 480,0х30,0х6,0 СТО 143-1905
2007051800000000	2308182	Шкаф управления ШУ САУ ВС ПГУ
2002220600000000	2131846	Кольцо уплотнительное соединения S-трубы 51300-429-В чертеж 123534 поз 21
2014110700000000	3584663	Прокладка ПОН ф475хф372х3
2002220600000000	3481526	Прокладка неопреновая пористая в виде ленты 7817170 (м)
2002220600000000	3427999	Прокладка уплотнительная ИТШЛ.754072.028-93
2002220600000000	3714747	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-134,0х105,0х1,0
2002220600000000	3714751	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-154,0х120,0х1,0
2002220600000000	3714756	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-209,0х175,0х1,0
2002220600000000	3714765	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-434,0х390,0х1,0
2002220600000000	3714780	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-99,0х70,0х1,0
2002220600000000	3031419	Комплект манжет для скребков 16" 11255-TD33-33-16, 6 шт
2002140100000000	3738455	Шкаф жарочный ШЖЭ-2
2002140100000000	3738456	Шкаф жарочный двухсекционный 540х670х300
2002140100000000	3382478	Машина посудомоечная МПК-500Ф с подставкой 610х540х500 для МПК-500Ф
2002220600000000	2159193	Кольцо уплотнительное позиция 28 артикул ГМБТ.231030.424.01.01.028 для насоса G-PUMP MSR 40-180x12
2002140100000000	3382479	Пароконвектомат ПКА-6-1/1ПМ2 с подставкой 840х635х870 под пароконвектомат ПКА-6
2002140100000000	2149415	Вододиспенсер HotFrost
2007050600000000	2383542	Блок частоты 100-1 кГц Солар Taurus 60S Hi5501-PT-1R-100/1k-100
2002140100000000	3591603	Ванна моечная односекционная 500х400х870(120)
2014110700000000	3724845	Коробка соединительная РТВ 602-2Б/2П 02ОЛ240823
2002140100000000	3590999	Ванна моечная односекционная с бортом 600х700х870(350)
2002140100000000	3591638	Ванна моечная односекционная с бортом 900х700х870(400)
2002140100000000	3591656	Ванна моечная двухсекционная с бортом 1020х600х870(350)
2002140100000000	3591668	Ванна моечная двухсекционная с бортом 1700х700х870(400)
2002140100000000	3666595	Ларь-витрина низкотемпературная
2002140100000000	2115438	Шкаф жарочный ШЖЭ-3 3-секционный
2002140100000000	3591657	Ванна моечная трехсекционная с бортом 1520х600х870(350)
2002140100000000	3738466	Шкаф пекарский ШПЭСМ-3МН
2002140100000000	3738467	Шкаф пекарский ЭШ-3
2002140100000000	3738469	Шкаф расстоечный тепловой Abat ШРТ-8
2014110700000000	3584664	Коробка соединительная Tуco 40х40
2013050101020000	6007225	Труба АНАКОНДА 125 122/160 РЕRТ/ПЭТВ/РЕRТ вода/нефть/газ МОР 5,0МПа/4,0МПа/3,3МПа 60С ГОСТ Р 59834-2021/ТУ 22.21.29-001-55038886-2023
